Employees
6.0
39.0
24.0
3.0
13.0
8.0
19.0
18.0
967.0
31.0
9.0
29.0
2.0
4.0
10.0
35.0
3.0
14.0
46.0
167.0
34.0
11.0
41.0
53.0
11.0
29.0
23.0
12.0
2.0
19.0
11.0
11.0
221.0
14.0
26.0
15.0
11.0
3.0
27.0
50.0
30.0
12.0
15.0
16.0
15.0
50.0
19.0
18.0
60.0
24.0
8.0
51.0
25.0
23.0
7.0
43.0
12.0
8.0
24.0
8.0
392.0
11.0
33.0
82.0
294.0
4.0
36.0
9.0
150.0
20.0
255.0
40.0
56.0
40.0
110.0
153.0
11.0
3.0
80.0
6.0
53.0
65.0
33.0
11.0
2.0
11.0
82.0
5.0
44.0
89.0
44.0
45.0
24.0
6.0
20.0
26.0
11.0
8.0
8.0
72.0
5.0
15.0
51.0
54.0
51.0
4.0
2.0
6.0
8.0
32.0
19.0
4.0
22.0
8.0
13.0
8.0
347.0
97.0
10.0
19.0
164.0
10.0
1142.0
7.0
9.0
2.0
10.0
17.0
15.0
536.0
5.0
16.0
4.0
12.0
12.0
20.0
6.0
21.0
15.0
61.0
281.0
31.0
28.0
11.0
20.0
152.0
21.0
13.0
50.0
6.0
39.0
9.0
20.0
20.0
54.0
12.0
12.0
24.0
13.0
25.0
75.0
22.0
12.0
12.0
20.0
13.0
15.0
13.0
9.0
12.0
26.0
25.0
15.0
7.0
10.0
25.0
12.0
3.0
32.0
11.0
16.0
41.0
8.0
21.0
354.0
12.0
25.0
3.0
12.0
32.0
49.0
12.0
31.0
440.0
10.0
42.0
3.0
22.0
19.0
20000.0
12.0
3.0
10.0
89.0
97.0
32.0
42.0
24.0
8.0
63.0
22.0
100.0
11.0
5.0
28.0
5.0
11.0
2.0
2.0
198.0
10.0
33.0
8.0
13.0
7.0
8.0
4.0
6.0
4.0
19.0
7.0
7.0
14.0
7.0
43.0
11.0
12.0
10.0
11.0
11.0
37.0
7.0
8.0
17.0
58.0
16.0
811.0
8.0
5.0
18.0
26.0
20.0
49.0
46.0
9.0
18.0
3.0
21.0
21.0
45.0
68.0
52.0
13.0
9.0
99.0
27.0
120.0
31.0
38.0
15.0
274.0
31.0
20.0
63.0
9.0
102.0
7.0
11.0
12.0
10.0
33.0
67.0
4.0
3.0
11.0
19.0
15.0
7.0
10.0
4.0
2.0
41.0
8.0
36.0
8.0
7.0
16.0
87.0
20.0
19.0
42.0
24.0
86.0
28.0
64.0
34.0
18.0
17.0
6.0
43.0
28.0
19.0
4.0
28.0
7.0
28.0
35.0
6.0
9.0
24.0
15.0
6.0
12.0
107.0
14.0
6.0
40.0
22.0
4.0
16.0
6.0
11.0
35.0
11.0
3.0
25.0
5.0
21.0
16.0
42.0
6.0
140.0
21.0
88.0
10.0
23.0
207.0
4.0
27.0
47.0
22.0
21.0
8.0
40.0
106.0
75.0
6.0
2.0
3.0
5.0
2.0
15.0
47.0
11.0
2.0
28.0
30.0
16.0
38.0
100.0
26.0
10.0
11.0
4.0
7.0
26.0
26.0
18.0
6.0
86.0
2.0
19.0
43.0
4.0
25.0
34.0
7.0
272.0
4.0
23.0
15.0
4.0
23.0
73.0
40.0
60.0
87.0
10.0
36.0
5.0
60.0
11.0
160.0
9.0
16.0
34.0
49.0
10.0
2.0
60.0
12.0
11.0
30.0
10.0
3.0
5.0
28.0
31.0
9.0
22.0
12.0
19.0
22.0
34.0
10.0
8.0
5.0
43.0
18.0
12.0
157.0
9.0
10.0
12.0
18.0
10.0
37.0
161.0
13.0
104.0
51.0
1464.0
128.0
10.0
16.0
28.0
6.0
142.0
65.0
11.0
3.0
18.0
7.0
23.0
14.0
21.0
26.0
43.0
3.0
79.0
27.0
44.0
12.0
143.0
18.0
20.0
28.0
10.0
42.0
32.0
5.0
38.0
113.0
35.0
41.0
4.0
30.0
12.0
10.0
10.0
14.0
16.0
11.0
16.0
23.0
7.0
7.0
15.0
7.0
15.0
39.0
35.0
4.0
600.0
43.0
24.0
35.0
279.0
69.0
120.0
48.0
20.0
12.0
31.0
20.0
47.0
50.0
18.0
28.0
15.0
13.0
12.0
27.0
11.0
6.0
450.0
29.0
217.0
3.0
9.0
141.0
3.0
19.0
60.0
13.0
20.0
15.0
73.0
221.0
274.0
90.0
11.0
6.0
10.0
28.0
23.0
13.0
22.0
11.0
75.0
4.0
8.0
333.0
5.0
31.0
68.0
16.0
154.0
14.0
37.0
12.0
100.0
49.0
45.0
33.0
78.0
16.0
60.0
11.0
34.0
11.0
15.0
33.0
15.0
17.0
41.0
46.0
123.0
30.0
13.0
28.0
85.0
67.0
8.0
45.0
49.0
105.0
28.0
37.0
11.0
13.0
22.0
26.0
35.0
12.0
36.0
13.0
15.0
45.0
24.0
31.0
18.0
23.0
136.0
4.0
41.0
38.0
36.0
92.0
1894.0
11.0
10.0
114.0
55.0
34.0
8.0
34.0
10.0
16.0
31.0
68.0
36.0
48.0
11.0
33.0
17.0
24.0
15.0
84.0
130.0
12.0
107.0
22.0
54.0
15.0
47.0
12.0
16.0
3.0
8.0
6.0
51.0
4.0
48.0
3.0
16.0
13.0
6.0
2.0
35.0
16.0
3.0
20.0
9.0
14.0
7.0
6.0
11.0
3.0
6.0
14.0
6.0
47.0
4.0
21.0
12.0
2.0
75.0
8.0
2.0
32.0
3.0
6.0
24.0
11.0
6.0
5.0
13.0
13.0
36.0
23.0
13.0
49.0
6.0
71.0
23.0
11.0
29.0
3.0
38.0
8.0
17.0
27.0
14.0
19.0
39.0
11.0
22.0
10.0
12.0
11.0
18.0
5.0
27.0
10.0
71.0
4.0
111.0
50.0
17.0
8.0
12.0
4.0
4.0
25.0
69.0
31.0
15.0
84.0
8.0
506.0
21.0
2.0
9.0
7.0
5.0
16.0
18.0
10.0
24.0
11.0
14.0
221.0
9.0
14.0
16.0
13.0
14.0
18.0
10.0
33.0
14.0
5.0
6.0
14.0
15.0
27.0
79.0
19.0
8.0
2.0
128.0
48.0
5.0
25.0
26.0
35.0
3.0
33.0
33.0
15.0
20.0
15.0
8.0
42.0
24.0
17.0
11.0
2.0
21.0
7.0
27.0
46.0
22.0
10.0
23.0
8.0
27.0
10.0
11.0
30.0
16.0
20.0
3.0
10.0
15.0
8.0
1000.0
14.0
8.0
98.0
44.0
8.0
150.0
10.0
62.0
7.0
25.0
10.0
11.0
2.0
9.0
7.0
10.0
40.0
5.0
4.0
58.0
8.0
18.0
18.0
10.0
16.0
8.0
31.0
24.0
37.0
10.0
4.0
4.0
3.0
72.0
13.0
12.0
41.0
21.0
11.0
3.0
68.0
51.0
36.0
29.0
2.0
4.0
25.0
2.0
9.0
41.0
6.0
105.0
42.0
12.0
3.0
25.0
11.0
12.0
11.0
19.0
9.0
77.0
51.0
11.0
13.0
29.0
17.0
8.0
5.0
78.0
21.0
5.0
5.0
18.0
3.0
3.0
22.0
3.0
2.0
21.0
13.0
23.0
23.0
29.0
20.0
200.0
19.0
80.0
4.0
11.0
29.0
21.0
16.0
25.0
4.0
26.0
130.0
9.0
15.0
61.0
6.0
26.0
47.0
43.0
31.0
5.0
13.0
45.0
6.0
2.0
13.0
16.0
12.0
20.0
2.0
200.0
9.0
17.0
5.0
13.0
11.0
83.0
25.0
16.0
8.0
200.0
12.0
10.0
23.0
5.0
2.0
10.0
11.0
16.0
34.0
20.0
9.0
10.0
17.0
8.0
2.0
13.0
11.0
6.0
10.0
11.0
18.0
27.0
112.0
14.0
10.0
113.0
15.0
21.0
15.0
11.0
8.0
21.0
13.0
99.0
14.0
46.0
84.0
24.0
7.0
27.0
15.0
68.0
46.0
13.0
4.0
15.0
5.0
155.0
5.0
35.0
8.0
16.0
4.0
15.0
4.0
69.0
20.0
19.0
12.0
150.0
20.0
49.0
16.0
15.0
24.0
11.0
5.0
6.0
19.0
20.0
3.0
18.0
46.0
21.0
31.0
13.0
14.0
15.0
21.0
17.0
28.0
28.0
33.0
24.0
16.0
9.0
10.0
15.0
25.0
182.0
23.0
27.0
59.0
3.0
29.0
24.0
46.0
16.0
27.0
132.0
34.0
43.0
20.0
25.0
33.0
32.0
6.0
16.0
5.0
31.0
22.0
7.0
12.0
34.0
3.0
60.0
12.0
5.0
30.0
38.0
11.0
11.0
4.0
16.0
24.0
16.0
16.0
9.0
15.0
5.0
130.0
36.0
3.0
60.0
13.0
11.0
22.0
138.0
5.0
11.0
34.0
23.0
9.0
36.0
91.0
17.0
6.0
38.0
15.0
14.0
4.0
15.0
40.0
5.0
8.0
23.0
38.0
9.0
23.0
50.0
19.0
22.0
12.0
42.0
28.0
5.0
28.0
5.0
18.0
24.0
66.0
37.0
14.0
17.0
49.0
9.0
18.0
58.0
24.0
5.0
24.0
12.0
15.0
53.0
56.0
9.0
14.0
14.0
17.0
99.0
19.0
59.0
15.0
10.0
44.0
12.0
15.0
3.0
14.0
119.0
12.0
16.0
12.0
16.0
5.0
18.0
37.0
27.0
29.0
20.0
14.0
8.0
5.0
40.0
31.0
20.0
50.0
22.0
2.0
8.0
18.0
17.0
37.0
27.0
16.0
49.0
14.0
65.0
18.0
25.0
5.0
12.0
10.0
30.0
18.0
7.0
22.0
3.0
44.0
16.0
61.0
15.0
4.0
13.0
36.0
33.0
49.0
18.0
12.0
4.0
39.0
10.0
4.0
62.0
57.0
32.0
16.0
47.0
4.0
4.0
4.0
22.0
18.0
55.0
12.0
3.0
17.0
11.0
4.0
19.0
10.0
10.0
16.0
14.0
38.0
13.0
14.0
13.0
19.0
17.0
6.0
17.0
12.0
10.0
100.0
15.0
222.0
27.0
28.0
17.0
13.0
6.0
29.0
11.0
39.0
64.0
6.0
46.0
7.0
6.0
49.0
5.0
18.0
5.0
38.0
20.0
11.0
27.0
35.0
65.0
17.0
3.0
11.0
27.0
25.0
35.0
13.0
31.0
18.0
34.0
32.0
38.0
15.0
14.0
5.0
3.0
9.0
6.0
9.0
57.0
22.0
23.0
145.0
7.0
9.0
8.0
30.0
12.0
16.0
18.0
23.0
6.0
70.0
10.0
62.0
35.0
10.0
8.0
5.0
4.0
6.0
215.0
10.0
43.0
15.0
3.0
17.0
4.0
10.0
20.0
16.0
110.0
37.0
48.0
11.0
22.0
96.0
15.0
10.0
6.0
9.0
89.0
7.0
8.0
31.0
158.0
19.0
185.0
20.0
15.0
30.0
13.0
12.0
6.0
59.0
10.0
62.0
3.0
66.0
28.0
5.0
9.0
11.0
28.0
7.0
13.0
2.0
45.0
13.0
7.0
16.0
176.0
95.0
34.0
3.0
37.0
10.0
67.0
51.0
9.0
9.0
23.0
16.0
10.0
18.0
7.0
16.0
11.0
21.0
6.0
39.0
24.0
