Employees
6.0
260.0
4.0
52.0
11.0
1100.0
13.0
13.0
37.0
65.0
93.0
39.0
7.0
24.0
120.0
36.0
72.0
5.0
3.0
5.0
46.0
13.0
116.0
29.0
102.0
8.0
19.0
100.0
65.0
18.0
38.0
9.0
26.0
30.0
57.0
967.0
19.0
3.0
2.0
55.0
114.0
4.0
31.0
3.0
21.0
200.0
15.0
51.0
9.0
732.0
13.0
11.0
88.0
14.0
33.0
5.0
2.0
78.0
54.0
150.0
262.0
11.0
182.0
24.0
9.0
500.0
153.0
589.0
2.0
83.0
755.0
5.0
2.0
365.0
16.0
27.0
2457.0
74.0
8.0
4313.0
13.0
135.0
187.0
8.0
12.0
53.0
35.0
16.0
31.0
135.0
2.0
30.0
4.0
29.0
2.0
3.0
20.0
5.0
4.0
8.0
10.0
6.0
11.0
158.0
466.0
10.0
151.0
50.0
296.0
200.0
9.0
4.0
135.0
35.0
19.0
17.0
1207.0
1000.0
10.0
32.0
137.0
110.0
6.0
65.0
10.0
216.0
188.0
108.0
9.0
41.0
29.0
32.0
28.0
17.0
11.0
38.0
5.0
75.0
423.0
279.0
3.0
8.0
21.0
18.0
9.0
100.0
7.0
14.0
3.0
167.0
6.0
58.0
5.0
46.0
49.0
125.0
167.0
154.0
34.0
19.0
16.0
76.0
9.0
39.0
153.0
20.0
300.0
11.0
36.0
41.0
17.0
82.0
26.0
10.0
50.0
36.0
12.0
52.0
200.0
8.0
53.0
138.0
24.0
214.0
8.0
11.0
29.0
21.0
70.0
56.0
5.0
14.0
45.0
70.0
4.0
23.0
18.0
6.0
12.0
40.0
23.0
27.0
87.0
2.0
76.0
15.0
276.0
2.0
100.0
56.0
19.0
3.0
19.0
8.0
49.0
4000.0
11.0
59.0
2.0
48.0
5.0
90.0
20.0
15.0
11.0
11.0
29.0
53.0
34.0
72.0
7.0
22.0
4.0
18.0
22.0
189.0
134.0
221.0
24.0
6.0
10.0
31.0
75.0
280.0
50.0
14.0
2.0
14.0
13.0
10.0
14.0
12.0
20.0
76.0
26.0
30.0
80.0
10.0
3.0
71.0
10718.0
27.0
38.0
47.0
43.0
13.0
15.0
25.0
11.0
92.0
583.0
51.0
40.0
17.0
10.0
1000.0
5.0
4.0
13.0
11.0
19.0
65.0
28.0
38.0
302.0
500.0
600.0
15.0
10.0
186.0
35.0
47.0
5.0
127.0
32.0
23.0
3.0
118.0
501.0
465.0
16.0
20.0
43.0
27.0
3.0
60.0
16.0
98.0
35.0
472.0
39.0
50.0
11.0
190.0
300.0
39.0
66.0
8.0
14.0
11.0
54.0
30.0
53.0
11.0
480.0
6.0
13.0
12.0
15.0
528.0
28.0
16.0
14.0
15.0
9.0
50.0
23.0
19.0
12.0
39.0
3.0
20.0
34.0
70.0
8.0
66.0
20.0
8.0
64.0
8.0
130.0
11.0
22.0
40.0
229.0
164.0
2.0
5.0
20.0
91.0
70.0
11.0
470.0
5.0
37.0
116.0
127.0
12.0
32.0
52.0
45.0
16.0
2.0
18.0
186.0
99.0
141.0
20.0
12.0
70.0
6.0
3.0
60.0
23.0
15.0
153.0
47.0
24.0
8.0
11.0
47.0
21.0
30.0
300.0
335.0
68.0
369.0
42.0
28.0
6.0
89.0
86.0
25.0
50.0
11.0
8.0
55.0
6.0
10.0
390.0
94.0
64.0
27.0
4.0
51.0
52.0
2.0
7.0
2.0
9.0
20.0
38.0
111.0
28.0
28.0
19.0
127.0
205.0
139.0
51.0
25.0
25.0
44.0
54.0
67.0
70.0
48.0
1314.0
3.0
200.0
23.0
10.0
26.0
45.0
81.0
24.0
38.0
15.0
12.0
7.0
7.0
5.0
43.0
12.0
18.0
265.0
2.0
147.0
67.0
260.0
12.0
6.0
145.0
8.0
10.0
72.0
24.0
34.0
8.0
8.0
32.0
52.0
5.0
63.0
50.0
5.0
392.0
46.0
11.0
218.0
33.0
82.0
280.0
48.0
11.0
294.0
55.0
22.0
27.0
28.0
92.0
9.0
11.0
36.0
149.0
37.0
20.0
30.0
4.0
190.0
71.0
2.0
7.0
6.0
36.0
9.0
12.0
150.0
15.0
14.0
261.0
20.0
4.0
12.0
215.0
10.0
244.0
553.0
255.0
18.0
70.0
23.0
57.0
259.0
173.0
1055.0
38.0
63.0
5.0
164.0
6.0
77.0
375.0
7.0
4.0
190.0
90.0
20.0
40.0
42.0
56.0
12.0
130.0
29.0
23.0
36.0
32.0
127.0
12.0
57.0
40.0
110.0
1701.0
5.0
97.0
14.0
23.0
202.0
153.0
19.0
62.0
110.0
1025.0
17.0
648.0
8.0
2.0
11.0
3.0
80.0
6.0
91.0
22.0
10.0
86.0
53.0
65.0
33.0
2.0
41.0
17.0
5.0
31.0
3.0
300.0
6.0
198.0
6.0
12.0
46.0
9.0
9.0
169.0
6.0
13.0
11.0
11.0
204.0
2092.0
20.0
5.0
36.0
36.0
290.0
27.0
181.0
88.0
4.0
14.0
45.0
652.0
5.0
8.0
17.0
46.0
12.0
15.0
2.0
23.0
17.0
18.0
7.0
5.0
8.0
86.0
28.0
46.0
4.0
10.0
11.0
42.0
19.0
75.0
22.0
6.0
75.0
51.0
85.0
35.0
77.0
36.0
8.0
238.0
2000.0
83.0
13.0
33.0
113.0
102.0
82.0
8.0
166.0
11.0
2.0
78.0
101.0
88.0
5.0
85.0
452.0
44.0
89.0
26.0
16.0
11.0
33.0
72.0
1033.0
8.0
55.0
87.0
29.0
22.0
49.0
8.0
42.0
19.0
73.0
71.0
11.0
27.0
36.0
10.0
5.0
19.0
10.0
339.0
50.0
32.0
18.0
7.0
15.0
6.0
330.0
40.0
499.0
3.0
15.0
122.0
33.0
2.0
10.0
44.0
118.0
86.0
14.0
507.0
45.0
40.0
2.0
2.0
79.0
2.0
597.0
2.0
24.0
600.0
46.0
5.0
73.0
14.0
12.0
25.0
11.0
199.0
61.0
6.0
10.0
42.0
7.0
36.0
992.0
5.0
6.0
350.0
20.0
1027.0
2.0
30.0
20.0
9.0
25.0
7.0
211.0
26.0
3.0
189.0
300.0
177.0
3193.0
46.0
120.0
11.0
23.0
8.0
18.0
48.0
96.0
19.0
41.0
8.0
35.0
72.0
29.0
83.0
108.0
80.0
12.0
93.0
2.0
5.0
6.0
15.0
6.0
47.0
12.0
74.0
51.0
31.0
23.0
159.0
54.0
13.0
6.0
18.0
7.0
8.0
16.0
14.0
191.0
12.0
25.0
166.0
26.0
27.0
247.0
150.0
170.0
12.0
24.0
27.0
17.0
10.0
120.0
42.0
43.0
6.0
19.0
51.0
4.0
75.0
2.0
3.0
8.0
20.0
13.0
5.0
32.0
6.0
175.0
44.0
12.0
108.0
41.0
53.0
28.0
6.0
1154.0
10.0
9.0
90.0
15.0
36.0
8.0
572.0
130.0
9.0
64.0
404.0
9.0
62.0
2.0
18.0
108.0
657.0
200.0
99.0
83.0
18.0
20.0
32.0
250.0
18.0
80.0
11.0
5.0
2.0
7.0
593.0
71.0
32.0
605.0
26.0
35.0
49.0
20.0
229.0
22.0
3.0
19.0
45.0
21.0
4.0
4.0
22.0
585.0
33.0
17.0
4.0
81.0
33.0
19.0
2.0
8.0
13.0
1113.0
2.0
5.0
8.0
7.0
300.0
347.0
97.0
745.0
10.0
220.0
108.0
234.0
5.0
19.0
164.0
2.0
3.0
2.0
4.0
10.0
86.0
206.0
35.0
3.0
10.0
59.0
49.0
9.0
2.0
1142.0
64.0
594.0
208.0
117.0
7.0
2.0
7.0
21.0
16.0
3.0
5.0
356.0
8.0
4.0
201.0
200.0
120.0
34.0
38.0
29.0
11.0
2.0
10.0
22.0
37.0
45.0
100.0
30.0
9.0
17.0
5.0
13.0
210.0
10.0
180.0
2.0
2.0
10.0
7.0
51.0
6.0
5000.0
1000.0
2.0
102.0
10.0
2.0
7.0
25.0
36.0
4.0
11.0
86.0
2.0
140.0
143.0
53.0
50.0
15.0
453.0
60.0
22.0
74.0
40.0
300.0
160.0
11.0
14.0
85.0
21.0
68.0
31.0
17.0
15.0
536.0
6.0
87.0
12.0
118.0
165.0
11.0
6.0
12.0
11.0
8.0
3.0
5.0
23.0
44.0
14.0
2.0
10.0
28.0
16.0
16.0
4.0
309.0
12.0
10.0
7.0
5.0
4.0
1313.0
2.0
12.0
44.0
200.0
28.0
11.0
80.0
207.0
40.0
3.0
12.0
2.0
166.0
1065.0
21.0
20.0
10.0
6.0
229.0
95.0
21.0
31.0
5.0
23.0
3.0
224.0
38.0
26.0
3.0
60.0
115.0
15.0
12.0
61.0
112.0
123.0
3.0
35.0
8.0
54.0
4.0
102.0
281.0
2.0
17.0
32.0
166.0
5.0
64.0
300.0
58.0
24.0
280.0
6.0
18.0
31.0
250.0
200.0
10.0
78.0
28.0
12.0
11.0
63.0
5.0
265.0
3.0
3.0
5.0
47.0
92.0
9.0
254.0
50.0
2.0
58.0
20.0
488.0
4.0
30.0
15.0
104.0
15.0
19.0
15.0
5.0
41.0
19.0
4.0
14.0
20.0
7.0
92.0
5.0
12.0
140.0
93.0
143.0
12.0
800.0
9763.0
33.0
2.0
152.0
327.0
600.0
59.0
2845.0
21.0
55.0
22.0
109.0
3.0
5.0
18.0
16.0
11.0
8.0
13.0
10.0
1543.0
110.0
89.0
23.0
50.0
94.0
6.0
22.0
27.0
4.0
3.0
25.0
42.0
23.0
39.0
20.0
9.0
59.0
2.0
20.0
313.0
12.0
8.0
3.0
4.0
600.0
17.0
15.0
70.0
20.0
4.0
54.0
49.0
12.0
4.0
21.0
187.0
14.0
19.0
614.0
4.0
3.0
19.0
10.0
4.0
2.0
9.0
14.0
12.0
17.0
24.0
28.0
2.0
18.0
27.0
114.0
28.0
163.0
92.0
9.0
300.0
35.0
20.0
51.0
62.0
16.0
15.0
52.0
19.0
9.0
504.0
192.0
25.0
6.0
21.0
18.0
31.0
69.0
24.0
334.0
96.0
180.0
220.0
2.0
13.0
9.0
66.0
121.0
25.0
688.0
5.0
615.0
4.0
13.0
25.0
75.0
46.0
8.0
1412.0
22.0
80.0
52.0
2.0
217.0
40.0
8.0
9.0
8.0
5.0
25.0
2.0
100.0
12.0
61.0
30.0
17.0
82.0
2.0
12.0
56.0
181.0
20.0
35.0
3.0
13.0
15.0
13.0
9.0
5.0
3.0
15.0
9.0
12.0
4.0
76.0
26.0
70.0
67000.0
11.0
137.0
20.0
132.0
8.0
25.0
78.0
15.0
28.0
49.0
122.0
7.0
10.0
4.0
56.0
69.0
25.0
17.0
172.0
13.0
5.0
7.0
19.0
14.0
21.0
5.0
12.0
100.0
10.0
4.0
3.0
109.0
49.0
123.0
7.0
80.0
5.0
87.0
42.0
24.0
140.0
3.0
32.0
70.0
116.0
34.0
15.0
4.0
135.0
6.0
10.0
11.0
16.0
9.0
41.0
84.0
49.0
8.0
5.0
21.0
63.0
53.0
227.0
25.0
354.0
659.0
11.0
12.0
11.0
12.0
195.0
25.0
11.0
56.0
37.0
14.0
1602.0
10.0
30.0
54.0
3467.0
51.0
2.0
13.0
3.0
14.0
12.0
195.0
398.0
32.0
49.0
12.0
3.0
31.0
800.0
440.0
246.0
14.0
46.0
37.0
10.0
246.0
10.0
13.0
3.0
25.0
42.0
131.0
6.0
51.0
18.0
3.0
3.0
50.0
68.0
22.0
560.0
194.0
89.0
185.0
194.0
19.0
82.0
21.0
195.0
58.0
34.0
9.0
45.0
15.0
12.0
16000.0
22.0
3.0
253.0
2.0
520.0
19.0
20.0
18.0
16.0
3.0
10.0
24.0
500.0
600.0
41.0
500.0
24.0
6.0
19.0
20000.0
12.0
3.0
2.0
10.0
5.0
124.0
102.0
89.0
8.0
196.0
97.0
79.0
942.0
40.0
32.0
15.0
14.0
11.0
325.0
1184.0
2.0
25.0
9.0
78.0
3800.0
27.0
3.0
40.0
162.0
