Midpoint Salary
115500.0
100000.0
101500.0
139000.0
110000.0
101000.0
102000.0
106500.0
132500.0
196000.0
165000.0
102000.0
88500.0
174000.0
136000.0
138500.0
101500.0
153000.0
195500.0
111000.0
