Midpoint Salary
110500.0
111000.0
115000.0
87500.0
74500.0
99000.0
166000.0
166000.0
103000.0
103000.0
150000.0
100000.0
92000.0
105000.0
135000.0
97500.0
124500.0
136000.0
103000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
125000.0
105000.0
