Midpoint Salary
112500.0
118000.0
70500.0
105500.0
75000.0
100000.0
72500.0
125000.0
99500.0
120500.0
114500.0
132500.0
113000.0
125000.0
198000.0
115000.0
112500.0
111000.0
104500.0
145500.0
