Employees
260.0
4.0
11.0
13.0
93.0
120.0
36.0
5.0
29.0
102.0
65.0
38.0
9.0
26.0
30.0
57.0
3.0
2.0
55.0
4.0
3.0
21.0
200.0
51.0
9.0
13.0
88.0
14.0
33.0
5.0
78.0
54.0
150.0
11.0
182.0
153.0
2.0
83.0
5.0
2.0
365.0
16.0
27.0
2457.0
4313.0
13.0
4.0
8.0
151.0
50.0
296.0
200.0
9.0
4.0
19.0
17.0
1207.0
1000.0
10.0
32.0
110.0
6.0
10.0
188.0
9.0
41.0
32.0
28.0
17.0
11.0
38.0
279.0
18.0
9.0
100.0
7.0
3.0
6.0
58.0
49.0
125.0
154.0
76.0
9.0
39.0
153.0
300.0
17.0
26.0
12.0
52.0
200.0
138.0
214.0
8.0
21.0
5.0
14.0
45.0
18.0
6.0
40.0
27.0
87.0
15.0
276.0
100.0
56.0
19.0
11.0
59.0
2.0
5.0
90.0
20.0
15.0
29.0
34.0
72.0
7.0
22.0
4.0
18.0
22.0
134.0
24.0
6.0
10.0
31.0
50.0
14.0
10.0
76.0
30.0
80.0
10.0
3.0
71.0
10718.0
38.0
47.0
43.0
92.0
40.0
17.0
1000.0
4.0
13.0
19.0
65.0
28.0
38.0
500.0
600.0
15.0
186.0
127.0
23.0
501.0
16.0
20.0
60.0
98.0
39.0
300.0
39.0
8.0
53.0
11.0
480.0
6.0
13.0
14.0
9.0
39.0
20.0
70.0
8.0
66.0
8.0
64.0
8.0
130.0
11.0
22.0
40.0
164.0
2.0
5.0
20.0
91.0
11.0
116.0
32.0
52.0
2.0
186.0
99.0
141.0
20.0
12.0
3.0
23.0
15.0
153.0
47.0
8.0
47.0
21.0
300.0
335.0
68.0
89.0
11.0
6.0
390.0
94.0
64.0
27.0
4.0
2.0
7.0
2.0
20.0
28.0
127.0
205.0
139.0
51.0
25.0
44.0
54.0
67.0
48.0
3.0
200.0
10.0
26.0
45.0
38.0
12.0
12.0
2.0
67.0
145.0
10.0
72.0
34.0
32.0
52.0
50.0
5.0
218.0
280.0
55.0
28.0
9.0
11.0
36.0
37.0
20.0
30.0
190.0
6.0
12.0
15.0
14.0
261.0
12.0
215.0
10.0
244.0
553.0
259.0
173.0
38.0
5.0
77.0
190.0
20.0
42.0
130.0
29.0
23.0
12.0
57.0
1701.0
5.0
97.0
23.0
19.0
62.0
1025.0
17.0
648.0
8.0
2.0
22.0
10.0
86.0
41.0
17.0
300.0
6.0
46.0
9.0
169.0
6.0
11.0
204.0
20.0
5.0
36.0
290.0
181.0
88.0
14.0
45.0
652.0
5.0
17.0
15.0
23.0
17.0
7.0
5.0
4.0
42.0
75.0
51.0
77.0
36.0
238.0
2000.0
13.0
33.0
102.0
