Midpoint Salary
123000.0
187500.0
167500.0
100000.0
132500.0
178000.0
159000.0
138000.0
112000.0
107296.5
170000.0
102000.0
149000.0
102000.0
204000.0
106000.0
172500.0
167500.0
138500.0
132500.0
106500.0
101500.0
165000.0
152000.0
132500.0
102000.0
102000.0
106500.0
159000.0
159000.0
