Midpoint Salary
125000.0
94000.0
107500.0
108000.0
125000.0
133000.0
113000.0
222560.0
220500.0
111000.0
106500.0
111000.0
145000.0
113000.0
73500.0
145000.0
158500.0
150000.0
110000.0
136500.0
