TotalRaised
7.0
183.48
0.26
48.43
22.56
437.46
2.45
14.01
18.4
1.5
312.31
5.99
2.57
5.0
57.93
198.23
31.39
0.47
8.05
1.62
53.61
7.77
225.0
1.31
12.9
8.01
12.14
220.16
2.39
9.42
2.63
46.58
2.24
6.68
89.76
4.0
20.07
5.15
1.81
5.91
17.25
33.94
13.33
0.65
0.63
10.25
16.9
24.0
1.24
534.49
0.05
3.01
2.93
2.82
7.98
0.25
0.33
37.16
8.87
12.14
137.3
6.81
1.49
1.97
5.59
704.96
126.47
426.34
0.71
24.72
1237.1
2.42
0.3
63.82
3.02
2.65
124.6
48.91
3.2
487.06
0.03
110.61
239.67
1.58
2.3
3.45
3.3
0.53
49.75
86.94
0.5
24.19
2.1
12.81
5.0
0.53
26.94
3.26
4.97
0.81
0.24
15.51
2.0
198.99
201.0
10.19
5.31
2.79
9.42
21.58
1.8
9.28
30.36
13.19
2.29
2.86
7.37
12.25
0.51
2.07
2.5
24.0
6.06
0.4
1.0
500.0
7.0
134.36
2.17
0.52
1.31
0.38
12.3
4.69
1.62
33.88
2.89
42.4
400.27
1.1
7.4
0.14
0.15
2.39
0.22
67.21
0.45
7.17
1.96
67.28
1.06
75.41
52.86
6.09
2.92
0.23
7.22
14.2
8.94
2.84
3.12
4.18
0.52
7.72
12.65
2.41
104.31
7.9
18.19
11.67
3.06
43.99
0.06
2.98
26.87
3.27
2.11
50.97
10.0
3.1
10.5
46.41
1.06
0.1
8.81
7.62
7.3
71.47
77.8
30.75
3.39
0.05
2.24
1.3
0.16
7.2
4.58
2.01
7.88
10.17
0.4
0.42
89.54
10.35
0.35
6.57
88.66
1.45
37.79
20.88
39.54
0.69
5.2
1.0
31.79
655.37
3.64
1.21
0.85
14.95
0.76
1.45
9.51
7.07
3.98
8.82
7.43
23.37
2.83
2.33
0.78
50.54
0.68
6.91
5.72
399.76
2.19
7.5
1.69
0.05
2.43
0.08
54.09
136.5
63.27
123.01
0.12
0.02
0.18
0.45
3.99
0.93
17.02
19.75
5.55
0.07
59.0
1.52
0.21
6.29
2399.88
1.27
22.0
0.04
39.18
3.5
10.0
30.06
3.49
7.08
522.0
32.5
0.07
0.06
2.64
372.79
0.63
5.72
0.07
6.65
1.79
14.59
0.4
11.98
148.07
228.58
193.81
1.49
1.28
8.25
0.8
28.35
0.06
24.08
0.5
4.02
5.0
127.5
7.5
137.71
3.87
8.08
15.72
11.59
2.13
0.54
172.18
21.16
20.05
240.0
10.59
4.35
1.3
31.46
87.52
2.47
28.0
11.36
22.13
2.25
14.15
12.49
15.63
3.32
370.0
3.56
0.13
7.25
3.77
340.67
14.1
7.61
1.38
7.85
2.75
12.62
68.66
10.82
30.37
5.07
0.1
0.83
51.32
3.45
0.25
5.12
0.76
0.2
43.11
1.1
2.05
0.19
40.17
61.32
151.06
15.0
0.01
0.06
7.5
10.06
0.57
0.61
142.42
2.72
1.3
51.21
149.56
16.6
57.0
2.12
1.16
20.0
0.54
5.0
6.3
30.98
4.81
5.23
0.27
58.5
1.0
1.5
11.33
0.62
9.73
4.02
34.26
4.02
3.0
2.99
6.36
16.36
16.2
19.9
49.65
248.21
210.07
17.57
1.53
0.77
1.71
104.5
0.5
2.92
19.96
7.4
2.89
0.79
110.51
51.3
8.34
0.82
9.6
0.81
7.7
14.88
0.93
0.3
0.93
2.39
0.34
0.5
38.2
17.15
10.74
1.75
2.69
20.0
69.98
6.25
9.6
7.91
9.03
10.95
0.4
14.73
3.72
414.99
6.63
260.07
7.2
3.6
3.55
0.16
54.17
1.12
21.08
2.35
4.54
5.0
3.4
0.26
13.09
2.0
1.7
305.64
0.37
19.8
7.87
54.0
5.94
0.92
7.7
7.11
2.17
14.17
10.25
2.34
9.54
112.66
2.34
3.21
0.15
69.99
2.56
1.73
9.8
59.64
5.85
13.93
4.4
5.99
217.34
30.14
1.36
4.56
5.26
24.47
27.5
1.5
1.04
0.3
0.05
1.62
282.94
6.0
23.94
0.3
10.05
22.13
0.05
0.11
0.25
1.47
9.4
5.56
13.45
8.89
5.7
1.94
28.02
12.92
1.14
2.59
75.24
0.03
105.56
7.19
12.75
3.42
25.41
3.0
70.19
5.5
24.06
102.84
35.29
0.39
10.31
96.62
2.06
19.08
40.29
3.02
0.15
92.18
0.24
0.96
4.69
3.95
6.2
2.28
51.87
1.24
2.78
1.0
0.52
42.5
15.32
2.8
11.09
4.5
970.0
2.05
6.14
0.02
4.29
2.6
8.77
0.94
24.55
156.83
305.28
1.72
534.67
1.74
0.7
10.2
10.08
10.89
6.23
57.67
0.1
6.19
5.0
9.23
6.2
4.49
0.37
78.45
0.53
0.79
0.35
2.29
56.3
2.02
2.09
33.0
2.98
0.66
0.1
0.84
35.64
0.14
3.0
0.78
13.3
125.0
15.37
0.32
5.18
0.13
2.93
80.2
16.02
3.06
6.56
1.1
5.46
16.77
235.09
0.11
1.69
1.36
28.3
2.59
0.55
5.5
4.07
0.07
23.02
6.74
1.25
0.12
52.8
2.2
1.62
0.54
1.31
4.8
3.99
27.2
27.3
0.3
0.45
76.91
3.31
150.0
15.9
14.96
20.9
2.75
119.4
497.4
63.25
3.05
9.18
89.99
28.0
10.0
0.95
22.23
1.91
0.02
15.58
0.38
3.32
7.09
22.15
272.39
7.0
12.18
0.08
2.36
1.0
1.5
86.27
18.56
1.78
40.65
57.29
5.35
2.92
2.43
0.1
2.85
14.87
30.43
0.82
3.0
11.02
0.82
1.23
1.52
