Midpoint Salary
99500.0
83500.0
143500.0
99500.0
107120.0
97500.0
100000.0
99500.0
236500.0
99500.0
99500.0
160000.0
99500.0
99500.0
193500.0
150000.0
99500.0
65520.0
99500.0
127000.0
