Variable,LLM MAE,Stat N5 MAE,Stat N10 MAE,Stat N20 MAE,Stat N30 MAE
hard_12,0.20939058171745142,0.12257222002374353,0.109455216989843,0.06494585746663305,0.08232686980609417
hard_13,16.098712948939447,17.20988076465938,17.61568028441389,18.02896645256219,19.23025378240732
hard_14,68.7118273654705,90.85130387244153,106.26249909639921,101.3361448212907,107.30685673824433
hard_15,0.5908893312659333,1.8478469297954305,1.8277131703413625,1.9699561328244648,1.9393722039000973
hard_16,8.605096619697138,6.348924440218244,4.71112225849004,4.324482764996055,4.253090610181182
hard_17,7.340270374422374,8.850265464548034,8.567381348221879,8.988390405175199,9.496177859144694
hard_18,20.475563108898886,13.355120907117398,7.341345794363893,6.685159439206692,7.973700531421417
hard_19,33.90453679630817,13.324571007250603,12.202593973920912,12.211623514279765,13.323733647106364
hard_2,23.963212693177017,12.156100757427357,8.754882440972432,10.218162745191078,9.188509004659805
hard_3,3.0368483795177506,3.7917939095127524,4.330861973429032,4.560750729283948,4.5266603505260194
hard_4,10.342299831123725,24.545864630827417,16.09622014804552,18.599069663632157,17.876080431437483
hard_5,12.138370940172356,6.6366899795044505,6.034317062321355,6.552958324175006,6.328641288604186
hard_6,5.774156139319869,3.4233063577943557,3.042044558540438,3.6399986358992487,3.1383378628186755
hard_7,64.75086095951657,63.876556549738,78.50046697024136,85.85885393463366,89.73345583210255
hard_8,0.2919971108703503,0.10354227931692714,0.1019718309859155,0.06814603237138445,0.07166034669555792
hard_9,2.0440206045722906,1.9530249951542664,1.8012180966036058,2.3072883864199407,2.2603314473247793
medium_0,41.29611645441924,20.201938826944826,19.393509147172896,21.50764294830927,22.042641562425043
medium_1,3.4655763341847683,2.835134311036068,3.1019473087239184,3.27136546449355,3.4559484086723966
medium_10,2.1514616320115922,5.109616466892535,5.660158897375815,5.6300416001192595,6.17411949753464
medium_11,16.261922028312163,26.247640429711787,26.759835331825755,29.744900438240787,30.246833573426926
medium_12,0.18364418938307026,0.12060873129739696,0.10808703969392632,0.09479718273118559,0.0757711621233859
medium_13,2.6326844126118174,5.893379839887267,6.063949701289326,5.961311937597077,5.7840439060816085
medium_14,0.19454545454545452,0.14389610389610386,0.09454545454545453,0.08363636363636359,0.06931818181818178
medium_15,1.3201165302012035,2.8363741343985946,3.348258289112079,3.2625707789709733,3.3891699092330616
medium_16,0.21269508502212903,0.14723769591694114,0.10282552993244813,0.08959871249179421,0.08925780340088511
medium_17,89.4286315227308,82.1847598207617,97.50166707221483,100.02877338724568,103.07433266701753
medium_18,21.983801118648255,51.58968487892733,53.44092494695937,55.859961760438345,56.37370603618725
medium_19,79.54029508249434,99.25633589681647,104.34822011187775,104.98594670829547,110.49678412955629
medium_2,11.64951799815552,9.849991531561127,8.511255486407459,6.762954390196871,6.829444729322506
medium_3,50.77746930374937,24.309303665644123,24.094108029479177,25.747149336849517,25.660676672756566
medium_4,35.749905013359424,64.65865860240683,70.49772387565775,75.29738917305518,72.40059308879522
medium_5,0.33122508366070125,0.12770094157261325,0.11821766332023857,0.06718146105313276,0.05784701003928411
medium_6,9.468400101530738,33.74659188674817,40.31974038065267,44.891981428460966,49.29906238894366
medium_7,3.24307484091063,11.293391272726323,12.80037809570396,12.860858904018043,13.118337877757774
medium_8,12.414670048013551,14.351962656848293,10.442557794603925,10.583205577259758,11.057713357321285
medium_9,0.0857304778497738,0.15438348234386054,0.1218475161338736,0.07258483074782032,0.06699797388563704
