Midpoint Salary
124508.5
148500.0
89000.0
134500.0
105000.0
104000.0
153000.0
106500.0
175291.5
154000.0
99000.0
105500.0
180543.5
135000.0
192500.0
175500.0
130603.0
115000.0
105500.0
150000.0
121500.0
164500.0
270500.0
161200.0
112500.0
134000.0
154960.0
159500.0
144000.0
220500.0
178000.0
125000.0
213000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
145000.0
