TotalRaised
183.48
312.31
57.93
12.9
2.39
5.91
24.0
2.93
37.16
8.87
124.6
487.06
5.31
2.79
9.42
21.58
7.37
12.25
7.0
1.1
2.92
12.65
46.41
88.66
37.79
2.19
63.27
19.75
59.0
6.29
2399.88
0.04
7.08
228.58
193.81
8.25
24.08
7.5
21.16
87.52
5.12
15.0
10.06
2.12
6.3
34.26
6.36
19.9
1.71
8.34
0.82
2.69
69.98
6.25
10.95
0.4
260.07
7.87
7.7
14.17
22.13
28.02
7.19
24.06
19.08
92.18
6.14
5.0
0.66
3.06
235.09
497.4
28.0
3.32
18.56
10.59
77.21
10.0
28.89
196.13
3.78
3.32
4.93
32.9
64.7
67.74
71.67
1.39
0.05
26.54
13.25
1.1
1.0
13.74
77.51
112.2
55.44
7.08
12.23
80.63
760.0
17.79
3.11
591.38
7.74
20.38
57.6
6.73
122.59
109.91
35.43
1.6
128.0
24.9
32.71
10.0
70.9
11.55
22.58
8.48
98.47
32.26
50.0
41.95
20.37
6.65
12.32
52.79
6.4
2.24
22.0
15.7
13.95
5.94
15.3
14.51
8.32
20.24
5.28
71.0
223.16
151.3
63.41
976.58
12.34
10.31
26.72
0.42
1.19
12.5
16.0
13.18
8.24
270.01
152.55
15.0
46.9
4.22
50.94
3658.34
0.04
776.15
258.88
202.63
198.9
37.46
9.37
3.93
158.7
1.33
5.33
74.84
128.97
0.27
0.5
428.63
68.08
28.91
10.4
40.0
22.56
2.0
73.48
115.7
0.61
18.25
9.5
4.31
1.23
134.6
13.95
794.8
8.7
14.79
10.89
1.44
38.55
4.36
1078.32
35.65
18.52
4.35
491.82
1.97
8.53
14.9
14.01
38.81
6.07
83.52
1.77
34.46
79.81
5.35
9.43
1.35
0.03
51.0
1.32
1.03
358.39
3.43
0.29
55.4
2.68
0.22
50.85
879.72
58.87
511.82
5.61
17.73
5.03
62.55
45.09
122.13
1.14
84.15
29.06
2.27
48.1
8.27
9.61
17.3
3.96
50.0
110.27
480.35
19.83
0.19
21.92
1.38
24.13
21.43
0.95
647.98
5.12
12.05
5.6
170.87
52.69
38.92
44.33
0.71
135.08
1.85
36.11
26.07
37.1
3.0
74.55
37.19
8.09
1.73
516.6
5726.6
11.0
86.97
281.36
1401.38
18.25
303.3
7.92
181.56
66.23
135.06
705.08
26.32
0.89
0.56
3.17
38.64
42.8
45.37
4.7
2.16
3.09
0.04
44.07
37.84
115.06
5.79
2.2
16.96
22.0
21.66
32.23
40.68
169.34
84.28
212.71
1.4
16.1
4.65
40.37
4.89
4.92
304.82
5.6
34.12
28.58
141.77
137.13
36.91
72.99
12.23
1.21
50.5
59.83
117.2
37.04
3.52
2.92
15.0
6.56
75.43
226.87
129.08
365.13
13.98
12.4
4.63
101.01
122.28
1.81
35.07
547.13
0.6
129.25
60.0
1.61
47.14
45.92
1.89
5.33
40.8
9.7
9.65
472.5
11.45
0.12
102.04
4.28
12.0
81.34
6.15
174.18
12.8
1.26
65.88
7.0
11.61
41.39
9.07
5.47
44.85
0.45
13.57
173.28
106.5
6.13
9.51
21.87
491.01
152.9
6.41
21.21
2.24
0.35
1.5
0.4
28.47
15.41
13.06
0.31
6.31
0.5
2.04
7.02
0.0
18.0
37.9
75.0
0.68
1633.58
5.24
15.5
143.64
0.52
103.47
1.28
394.57
42.25
2151.02
4.98
10.55
2.05
1.13
88.75
53.68
15.0
1216.86
26.89
8.24
7.87
31.24
8.75
0.49
0.32
0.22
15.98
42.51
26.0
13.0
52.0
62.33
80.0
1.56
0.69
0.3
512.15
9.02
30.59
3.66
40.0
33.19
1.52
13.42
2.3
20.0
12.06
5.18
20.8
0.65
10.0
3.25
121.72
18.28
55.77
0.39
5.45
6.36
2.59
75.27
77.0
10.0
65.45
7.13
17.39
101.5
10.0
11.39
2.76
12.31
23.49
0.9
15.63
3.49
114.42
85.51
374.99
1.61
115.21
115.74
75.89
33.07
2.44
4.15
36.91
27.82
853.89
7.13
1.4
21.6
33.03
12.3
95.91
16.41
23.09
1.41
39.96
12.53
40.1
245.57
1.47
140.64
16.11
7.68
112.44
1.35
27.17
46.74
5.51
41.11
22.5
2.2
725.8
0.65
0.44
14.05
58.44
45.09
387.81
4.64
28.33
6.45
175.25
128.51
107.0
10.18
571.53
63.86
5.22
1199.74
15.0
13.42
44.92
4.71
0.91
8.76
19.31
4.5
2.25
1.88
368.04
1.63
473.0
0.3
58.7
190.16
5.36
2.92
24.74
15.98
197.0
29.74
45.66
3.66
17.35
51.45
43.32
1.57
196.75
2391.11
9.21
32.37
169.79
1.0
975.0
4.56
16.06
11.85
256.41
30.04
9.83
1.58
11.84
13.0
405.0
23.33
5.92
8.0
75.0
51.13
54.2
101.1
285.0
21.21
16.94
135.63
17.13
0.01
2.25
4.45
56.69
854.27
50.98
2.35
64.71
347.16
54.73
50.81
23.41
1.5
20.39
22.7
21.87
23.71
29.87
0.07
34.05
26.14
32.02
604.16
12.32
8.38
286.2
63.46
1006.84
35.1
166.46
3.7
9.1
1.0
59.35
20.66
16.39
60.54
16.64
1.89
13.17
32.02
0.11
1.24
4.07
62.03
156.26
181.23
2.61
12.14
127.75
58.86
670.53
1.5
50.2
73.79
121.15
3.53
22.89
11.17
9.76
30.0
0.9
4.9
3.12
15.4
0.84
21.53
235.56
10.74
10.57
46.32
206.74
38.12
17.7
43.91
52.73
0.9
2.19
13.74
167.0
14.67
17.07
17.8
3.0
11.57
40.03
35.43
29.57
215.33
264.89
8.69
90.74
37.83
230.08
23.35
18.86
30.03
298.66
25.32
5.55
809.32
71.8
12.26
0.2
36.74
218.76
12.17
4.6
11.27
7.61
4.71
130.09
1.37
17.08
49.23
4.25
18.51
168.0
7.5
6.09
0.78
118.0
1.09
4.83
27.84
231.55
0.85
270.12
121.08
38.7
0.21
51.66
0.28
10.73
22.29
22.52
2.26
2.22
2.26
31.94
20.85
259.7
179.82
25.48
51.98
46.16
7.26
0.16
17.0
3.22
7.97
3.53
95.75
46.04
90.82
748.68
29.5
17.17
582.77
0.06
14.67
115.77
6.94
451.99
0.12
23.68
7.55
24.92
93.79
9.99
0.27
20.0
5.9
390.71
212.07
37.95
1.89
5.29
17.37
20.73
41.41
0.31
463.48
53.7
1.62
31.85
3.66
189.7
47.64
5336.23
113.25
461.99
52.94
4.13
479.58
30.74
41.92
162.58
6.57
13.46
7.03
4.33
17.06
50.0
5.6
6.0
1.02
66.72
53.31
442.4
12.13
59.63
2.59
41.91
179.79
18.15
38.83
9.2
27.97
142.8
0.36
1.61
57.56
25.67
44.03
122.07
64.0
10.97
12.34
383.3
51.04
642.38
3976.99
21.78
2.52
97.76
32.05
16.69
11.07
184.44
15.0
253.91
7.88
0.08
12.61
5.96
21.05
3.3
32.37
1.6
15.99
15.21
42.0
5.43
31.04
10.53
63.66
2.56
50.32
4.18
13.02
22.32
7.69
2.05
3.1
11.68
18.59
8.03
10.81
15.11
165.91
10.65
5.16
27.72
9.64
106.34
128.53
19.95
7.82
0.92
32.27
12.79
64.75
20.96
1.15
6.5
15.58
163.6
8.0
2.1
0.15
4.52
0.47
0.01
0.64
4.56
72.24
1.6
4.83
15.6
44.8
84.06
10.25
3.35
2.95
10.56
82.18
89.83
4.73
20.89
58.19
28.86
7.69
3.4
122.73
0.02
329.08
56.58
37.2
0.04
6.18
1.0
240.39
14.36
20.26
9.25
4.05
9.12
101.93
1.61
10.07
50.0
60.4
8.98
13.38
91.14
208.5
14.2
54.45
18.4
13.04
2.78
118.12
18.01
9.25
5.0
7.77
89.18
10.3
8.11
67.54
0.6
6.32
35.89
4.72
92.63
330.45
21.76
88.09
224.77
65.27
4.3
15.8
3.27
2.57
82.62
79.47
5.93
3.0
23.55
46.22
74.34
42.0
8.26
4.1
16.05
1.44
38.09
654.26
2.24
8.99
4.38
10.33
2.9
31.24
13.81
74.71
1.33
3.59
0.52
18.63
13.47
18.02
3.64
2.07
7.38
132.62
114.56
0.18
4.5
0.74
2839.34
55.3
4.36
32.91
11.73
20.24
206.43
209.6
20.75
45.06
153.83
