TotalRaised
5.99
31.39
7.77
225.0
8.01
9.42
17.25
534.49
0.33
137.3
1.97
5.59
704.96
1237.1
110.61
2.3
3.45
3.3
12.81
3.26
0.24
198.99
2.5
134.36
2.89
42.4
0.15
7.17
67.28
6.09
7.22
8.94
2.84
2.41
18.19
11.67
43.99
2.98
26.87
3.27
3.1
10.5
7.62
7.3
77.8
30.75
1.45
31.79
3.98
23.37
7.5
54.09
0.12
17.02
5.55
3.5
10.0
30.06
3.49
148.07
0.8
28.35
0.5
5.0
127.5
15.72
2.13
172.18
240.0
4.35
1.3
28.0
14.15
7.25
3.77
340.67
7.61
12.62
68.66
0.1
51.32
0.76
151.06
142.42
1.3
16.6
5.0
58.5
1.0
4.02
210.07
17.57
104.5
2.92
7.4
7.7
1.75
7.91
14.73
414.99
54.17
1.12
3.4
305.64
54.0
7.11
5.85
5.99
1.36
24.47
10.05
0.11
8.89
12.92
3.42
25.41
3.0
70.19
102.84
96.62
2.06
40.29
0.15
4.69
6.2
1.0
0.52
42.5
11.09
4.5
0.02
2.6
8.77
156.83
10.2
10.89
6.23
9.23
6.2
2.29
2.09
33.0
2.98
0.1
2.93
16.02
28.3
2.59
5.5
52.8
2.2
1.31
4.8
27.2
0.45
15.9
89.99
0.02
0.38
22.15
7.0
1.5
86.27
40.65
2.43
2.85
14.87
30.43
3.0
1.03
19.39
0.15
11.04
44.84
0.97
28.0
0.8
96.56
2.4
7.31
421.19
24.24
11.31
18.04
6.21
0.02
58.86
60.4
4.72
24.17
10.04
3.61
10.32
5.28
10.1
11.5
3.53
1.94
54.48
0.1
7.8
4.98
12.01
2.0
19.92
23.23
3.76
47.1
8.49
2.67
3.22
3.0
103.0
0.6
5.96
682.0
0.27
5.29
6.0
1.31
814.68
259.16
9.25
66.75
216.0
1.85
240.49
15.0
6.83
172.89
35.0
1407.49
84.7
0.17
50.5
74.15
14.39
22.99
3.12
14.77
16.12
5.51
3.27
5.6
0.98
2.6
6.0
13.96
1.71
118.55
0.4
18.0
2.5
18.0
1.81
30.07
1.55
0.5
1.25
52.84
8.1
19.2
7.3
79.0
329.1
5.36
51.77
7.59
5.75
1.51
1.71
19.25
3.55
0.8
5.43
0.05
13.0
1.03
25.17
1.75
433.0
1.8
335.59
107.03
0.01
2.0
3.8
7.35
0.94
657.89
8.42
71.05
0.26
9.83
5.78
4.67
0.57
3.89
6.77
90.11
6.4
6.05
8.63
1.42
2.72
2.0
95.44
0.28
4.4
1.62
20.29
13.62
80.32
10.8
13.5
237.85
12.78
0.15
2.4
10.9
12.07
23.79
39.4
34.62
3.81
39.05
118.95
2.59
7.46
1.0
43.71
34.45
11.7
3.53
55.53
70.79
2.5
3.09
7.91
60.05
41.94
346.79
116.19
7.74
78.5
4.45
632.91
204.51
35.12
141.0
1.53
85.99
0.85
3.85
36.5
405.29
25.69
84.29
28.25
42.49
6.48
14.95
23.99
4.03
2.86
44.5
48.31
37.64
19.65
4.75
8.2
44.21
5.45
3.29
0.55
1.0
2025.19
23.65
0.85
8.09
81.76
23.53
12.0
21.53
2.98
0.23
191.91
0.61
2.87
2.67
5.8
1.05
0.99
26.48
12.81
14.67
2.45
43.2
3.5
38.9
184.84
4.75
18.3
77.15
0.01
4.08
0.31
0.99
8.34
0.5
5.0
0.45
103.9
60.3
26.02
2.17
48.88
0.87
0.06
1.45
36.68
141.17
0.17
3.65
4.02
227.82
194.99
13.51
12.77
15.8
0.05
3.0
29.74
15.26
12.42
92.49
24.4
323.0
0.02
0.15
8.8
22.0
8.43
90.0
3.0
4.0
14.23
0.12
4.51
0.41
9.75
1.6
1.39
16.0
8.55
14.82
26.8
8.07
16.43
2.02
180.56
10.65
18.41
5.43
43.89
126.3
140.87
7.28
54.52
11.41
12.3
22.55
79.2
1.98
4.31
84.95
0.1
36.8
111.49
18.49
14.72
5235.0
2.8
16.14
1.44
4.75
52.51
13.11
51.0
28.04
4.74
1.0
22.07
0.8
24.13
3.79
117.21
17.47
226.23
87.39
153.2
36.19
48.09
0.47
131.1
2.96
10.95
0.25
1.89
11.21
2.59
9.55
83.96
1.0
2.1
103.02
1.21
2.18
10.7
2.5
20.48
11.5
27.77
81.48
107.78
58.76
733.5
14.7
5.02
3.85
37.0
8.0
18.95
84.99
2.55
3.6
261.69
2.86
2.77
12.59
3.22
1.0
15.99
294.69
7.11
13.99
2.8
39.4
0.4
34.03
50.95
10.78
0.34
266.24
3.07
8.2
2.31
154.84
12.58
57.98
17.29
15.2
8.14
5.99
27.82
4.96
583.0
553.15
0.65
182.71
106.5
1.05
3.75
3.05
21.01
61.57
217.0
11.64
61.02
89.99
4.0
12.5
93.1
52.35
169.9
5.5
4.41
8.6
4.73
4.0
0.35
2.8
61.37
0.19
25.48
2.89
3.93
4.24
6.88
0.65
0.25
5.14
9.22
432.2
8.68
13.78
26.8
11.0
27.2
282.12
2.55
0.29
5.14
29.48
62.1
14.16
0.62
4.58
4.3
25.77
71.55
0.19
46.56
48.17
3.0
44.19
5.8
2.3
83.75
78.69
9.34
0.01
0.63
1.81
6.83
15.65
14.76
2.2
17.53
299.2
1.31
1.25
3.0
16.97
125.33
220.84
2.62
18.25
0.12
1.26
0.57
7.29
32.39
0.89
5.34
0.1
1.59
2.65
1.76
20.05
18.08
6.54
37.12
2.74
165.41
1.3
37.54
4.24
40.17
1.35
0.23
3.7
1.21
9.54
0.25
24.5
7.99
8.52
4.0
0.37
7.83
0.01
16.46
0.1
340.63
95.22
221.0
38.39
3.26
4.3
0.35
292.61
80.79
138.69
10.62
31.0
2.22
0.71
35.59
4.38
11.33
0.3
45.59
0.75
28.47
15.49
3.63
7.66
2.65
3.15
68.81
67.19
25.57
2.58
11.56
0.02
9.51
0.52
48.99
1.62
15.5
51.91
1.16
1.31
1.84
357.5
10.5
3.51
19.96
18.82
3.84
95.66
21.4
12.42
407.0
4.18
13.55
0.79
0.04
2.3
134.66
23.83
17.8
39.0
55.0
55.42
10.5
68.38
152.33
6.75
15.82
50.35
3.64
0.08
72.32
28.1
0.03
6.27
6.59
7.0
23.95
141.29
200.18
5.63
54.59
1.79
10.47
0.1
9.9
215.29
9.52
18.02
3.65
19.74
1.25
0.02
0.71
0.77
2.0
1.42
18.7
107.01
1070.34
6.53
3.55
66.85
12.78
60.0
172.36
1352.35
0.4
120.32
3.25
3.8
2.0
2.3
168.46
10.8
1.99
10.72
32.76
511.44
484.99
218.31
1.5
204.3
0.5
7.99
6.43
2.34
74.21
31.93
1.34
2.81
3.99
23.48
88.0
16.07
8.06
0.05
100.0
13.7
13.17
63.1
3.0
2.0
41.15
0.08
10.5
5.5
4.68
1.37
8.71
17.61
